name,country,lat,lon
Calgary,CA,51.04560311714948,-114.0574836730957
New York,US,40.71278477995827,-74.00596618652344
San Francisco,US,37.787945723015255,-122.40743637084961
London,GB,51.507460346127885,-0.127716064453125
Rome,IT,41.89333286541111,12.482872009277344
Addis Ababa,ET,9.035816182577847,38.752384185791016
Tokyo,JP,35.676820780304936,139.76394653320312
Sydney,AU,-33.86984542716022,151.20826721191406
